Date,Question,AcceptableAnswers,Difficulty,Fact
2026-11-02,Which fighter is nicknamed The Joker?,Jack Hermansson,Easy,"Hermansson earned the nickname The Joker during his UFC career as a top middleweight contender from Sweden. Known for his grappling and well-rounded game, he has faced numerous top middleweights during his time in the UFC."
2026-11-02,Jim Miller and Charles Oliveira rank first and second for all-time wins in the UFC — who sits third with 24 victories?,Neil Magny,Medium,"Magny has compiled 24 UFC wins, placing him third on the all-time wins list behind Miller and Oliveira. The durable welterweight has fought consistently at the top level for over a decade, facing numerous ranked opponents throughout his career."
2026-11-02,What undefeated fighter did Jon Jones submit at UFC 126?,Ryan Bader,Medium,"Jones submitted Bader with a guillotine choke in round 1 at UFC 126 in February 2011, ending Bader's undefeated record. The dominant win over the highly-touted Bader earned Jones his light heavyweight title shot against Mauricio Rua two months later at UFC 128."
2026-11-02,Who did Jose Aldo defeat to win the WEC featherweight title before bringing it into the UFC?,Manny Gamburyan,Hard,"Aldo defeated Gamburyan by TKO in round 2 at WEC 44 in November 2009 to win the WEC featherweight championship. When the WEC merged with the UFC in 2010, Aldo brought the title with him and it became the UFC featherweight championship."
2026-11-04,"What champion made the quickest turnaround in title fights, defeating Alex Perez via submission at UFC 255, and then 21 days later retaining the title in a draw against Brandon Moreno at UFC 256?",Deiveson Figueiredo,Easy,"Figueiredo submitted Perez at UFC 255 and then fought Moreno just 21 days later at UFC 256, the quickest turnaround between title fights in UFC history. The Moreno fight ended in a majority draw, allowing Figueiredo to retain the flyweight title before their rematch series."
2026-11-04,Who is the only fighter to defeat Rory MacDonald twice?,Robbie Lawler,Easy,"Lawler defeated MacDonald twice — first by unanimous decision at UFC 167 in 2013, and then in their epic rematch at UFC 189 in 2015 where Lawler stopped MacDonald with punches in round 5 in one of the greatest fights in UFC history. Their second fight is widely considered one of the best title fights ever."
2026-11-04,What active fighter has the longest average fight time at 19:04?,Valentina Shevchenko,Medium,Shevchenko's dominant title reign and multiple five-round championship fights have given her the longest average fight time among active UFC fighters at 19:04 per fight. Her durability and championship-level performances account for the extraordinary total.
2026-11-04,"What fighter debuted at UFC Fight Night 64, scoring a shocking submission upset over Joanne Calderwood?",Maryna Moroz,Medium,"Moroz pulled off one of the biggest upsets in women's strawweight history at UFC Fight Night 64 in April 2015, submitting Calderwood who was considered a top contender at the time. It was a stunning debut performance that announced Moroz as a serious grappling threat."
2026-11-04,"Of Roxanne Modafferi's 20 professional losses, who is the only fighter to defeat her twice, with the last win coming at UFC on ESPN 4?",Jennifer Maia,Hard,"Maia defeated Modafferi twice in their careers, with the second win coming at UFC on ESPN 4 in July 2019. Modafferi, known as The Happy Warrior, was one of the most beloved fighters in women's MMA despite accumulating losses against the sport's elite."
2026-11-07,"What fighter defeated Nick Diaz at UFC 57, and then infamously fought him again in the hospital?",Joe Riggs,Easy,"Riggs defeated Diaz by split decision at UFC 57 in February 2006, and the two then infamously got into a brawl in the hospital where both were recovering from their injuries. The incident became one of the most colorful stories in UFC history."
2026-11-07,Which fighter is nicknamed The Leech?,Li Jingliang,Easy,Li Jingliang earned The Leech nickname for his smothering pressure fighting style that drains opponents of energy throughout the fight.
2026-11-07,"What fighter, infamous for having a chest hair arrow, opened his UFC career with four consecutive wins, including a memorable debut victory over Chris Lytle at UFC 127?",Brian Ebersole,Medium,"Ebersole became famous for his distinctive chest hair shaved into an arrow pointing downward, becoming one of the UFC's most recognizable characters. He debuted at UFC 127 in February 2011 with a split decision win over the fan-favorite Lytle, going on to win his first four UFC fights."
2026-11-07,What unbeaten fighter did Carlos Condit defeat in the first round via a flying knee at UFC 132?,Dong Hyun Kim,Medium,Condit knocked out the undefeated Kim with a spectacular flying knee in round 1 at UFC 132 in July 2011. Kim had been one of the most hyped undefeated prospects in the welterweight division before the stunning finish ended his perfect record.
2026-11-07,Who did Jon Jones stop by TKO at UFC 197 in his return fight after being stripped of the title?,Ovince Saint Preux,Hard,Jones defeated Saint Preux by TKO at UFC 197 in his comeback fight after being stripped of the title showing he had lost nothing during his time away from the octagon.
2026-11-09,"What fighter moved up to Middleweight and later won the title, after suffering a TKO loss at welterweight against Stephen Thompson at UFC 170?",Robert Whittaker,Easy,"Whittaker lost to Thompson via TKO at UFC 170 in his final welterweight fight before moving up to middleweight. The move proved inspired as Whittaker went on a remarkable run at 185 pounds, eventually winning the UFC middleweight title at UFC 213."
2026-11-09,Which fighter is nicknamed Stun Gun?,Dong Hyun Kim,Easy,"Kim earned the nickname Stun Gun for his powerful striking and ability to stun opponents. The South Korean welterweight was one of the most dangerous fighters in the division during his UFC tenure, known for his powerful hands and wrestling."
2026-11-09,What fighter injured his knee and was defeated in a Middleweight title fight against Anderson Silva at UFC 90?,Patrick Cote,Medium,"Cote suffered a knee injury during his UFC 90 title fight against Silva in October 2008 and was unable to continue, with Silva winning by TKO. Despite the unfortunate circumstances, Cote had given Silva a competitive fight before the injury ended his title challenge."
2026-11-09,"What fighter stunned the undefeated Mirsad Bektic, who was about to secure another victory, winning by third-round knockout at UFC 209?",Darren Elkins,Medium,Elkins was being dominated by the undefeated Bektic and appeared on the verge of being finished before turning the tables with a stunning third-round knockout at UFC 209 in March 2017. The comeback KO was one of the most dramatic finishes in featherweight history.
2026-11-09,Who did Royce Gracie defeat in the final of UFC 2 to win his second consecutive UFC tournament?,Patrick Smith,Hard,Gracie submitted Patrick Smith with a rear naked choke in the final of UFC 2 completing a sweep of all three UFC 2 bouts in one night to claim his second tournament victory.
2026-11-11,Which fighter is nicknamed The Dream Catcher?,Gegard Mousasi,Easy,"Mousasi earned the nickname The Dream Catcher during his career, reflecting his fighting style and finishing ability. The Dutch-Armenian fighter competed at the highest levels in Pride, Strikeforce, UFC, and Bellator, becoming one of the most accomplished middleweights of his generation."
2026-11-11,"What former middleweight champion did Cung Le knock out at UFC on Fuel TV 6, which also happened to be his last MMA fight?",Rich Franklin,Easy,"Le knocked out Franklin in round 1 at UFC on Fuel TV 6 in November 2012, ending Franklin's career. It was a shocking finish as Le uncorked a vicious left hook that put the former middleweight champion down for the final time in his professional career."
2026-11-11,"What fighter was 0-3 in UFC heavyweight title fights, losing to Kevin Randleman and Randy Couture twice?",Pedro Rizzo,Medium,"Rizzo challenged for the UFC heavyweight title three times without success — losing to Randleman at UFC 26 and then to Couture twice at UFC 31 and UFC 34. Despite never winning the title, he was considered one of the most dangerous strikers in heavyweight history during his prime."
2026-11-11,Who did Brendan Allen defeat by submission at UFC Fight Night 220 to earn consecutive victories over top middleweight contenders?,Chris Curtis,Medium,Allen submitted Curtis at UFC Fight Night 220 to continue his impressive run in the middleweight division establishing himself as a serious contender with his technical ground game.
2026-11-11,Who did Valentina Shevchenko dominate to make her sixth UFC flyweight title defense at UFC 266?,Lauren Murphy,Hard,Shevchenko dominated Murphy over five rounds at UFC 266 to make her sixth consecutive flyweight title defense cementing her legacy as the most dominant women's flyweight champion in UFC history.
2026-11-14,Which fighter is nicknamed The Horror?,Rick Story,Easy,"Story earned the nickname The Horror during his UFC welterweight career, known for his tough, grinding wrestling-based style. He compiled an impressive record against quality competition during his UFC tenure."
2026-11-14,What former Bellator fighter did Lerone Murphy stop in the opening round to remain unbeaten at UFC 319?,Aaron Pico,Easy,Murphy stopped Pico in the opening round at UFC 319 to remain unbeaten in his professional MMA career. Pico was a highly touted Bellator prospect who had a record of 10-3 before signing with the UFC.
2026-11-14,Who did Drew Dober knock out with a left hand at UFC 326?,Michael Johnson,Medium,"Dober knocked out Johnson with a left hand in round 1 at UFC 326, earning a Performance of the Night bonus. The finish was one of Dober's most impressive as he continued to establish himself as one of the most dangerous lightweights on the roster."
2026-11-14,"Who is the only fighter to defeat Ryan Spann twice, with the second win coming at UFC Fight Night 225?",Anthony Smith,Medium,Smith defeated Spann twice during their light heavyweight rivalry — once in their first meeting and again at UFC Fight Night 225. The second win was particularly satisfying for Smith as he avenged any doubt from their first encounter.
2026-11-14,"Coming off winning the inaugural WEC Heavyweight Championship, what fighter defeated Wes Sims by knockout at UFC 47 in his UFC debut?",Mike Kyle,Hard,"Kyle had won the inaugural WEC Heavyweight Championship before making his UFC debut at UFC 47 in April 2004, knocking out Wes Sims in the first round. Despite the impressive debut, Kyle had a difficult UFC career and is perhaps best remembered for his controversial foul against James Irvin."
2026-11-16,Which fighter is nicknamed Salsa Boy?,Waldo Cortes-Acosta,Easy,"Cortes-Acosta earned the nickname Salsa Boy, adding to his colorful personality as a Dominican heavyweight in the UFC. Known for his powerful hands, he became one of the more exciting heavyweight prospects on the roster."
2026-11-16,Randy Couture's last MMA victory came at UFC 118 against what debuting fighter?,James Toney,Easy,"Couture submitted boxer James Toney with a rear naked choke in the first round at UFC 118. Toney was a world champion boxer making his MMA debut, and Couture took him down immediately and choked him out in 3:19 of round one."
2026-11-16,Who did Urijah Faber upset in what would be his final MMA victory at UFC Fight Night: de Randamie vs. Ladd?,Ricky Simon,Medium,Faber came out of retirement to defeat Simon by TKO in the first round at UFC Fight Night: de Randamie vs. Ladd in December 2019. It was his final professional MMA fight and he announced his retirement immediately after the victory.
2026-11-16,"What fighter upset an undefeated Todd Duffee, winning by third-round knockout at UFC 114?",Mike Russow,Medium,"Russow pulled off one of the biggest heavyweight upsets in recent UFC history at UFC 114 in May 2010, knocking out the highly touted Duffee in round 3 with a short right hand. Duffee had been considered a future champion candidate before the stunning loss."
2026-11-16,"Who is the only fighter to hold wins over Glover Teixeira, Jan Blachowicz, and Ryan Bader?",Corey Anderson,Hard,"Anderson holds victories over three fighters who all went on to win major light heavyweight titles — Teixeira (UFC), Blachowicz (UFC), and Bader (Bellator). It is one of the most impressive sets of wins in light heavyweight history even if Anderson never captured a title himself."
2026-11-18,"What fighter rattled off seven consecutive wins, but fell short in a title fight at UFC 315 against Valentina Shevchenko?",Manon Fiorot,Easy,"Fiorot went unbeaten in the UFC on a seven-fight winning streak before challenging Shevchenko for the flyweight title at UFC 315. Despite the loss, the French fighter established herself as one of the top flyweights in the world during her run."
2026-11-18,Which UFC heavyweight earned the nickname The Skyscraper?,Stefan Struve,Easy,"Struve earned the nickname The Skyscraper due to his 7-foot height, making him the tallest fighter in UFC history. The Dutch heavyweight had notable wins over Mark Hunt and Antonio Rodrigo Nogueira during his UFC career."
2026-11-18,"What fighter stormed into the UFC, earned a title shot after four consecutive wins via TKO, and defeated Randy Couture via TKO to win the vacant heavyweight championship at UFC 39?",Ricco Rodriguez,Medium,Rodriguez defeated Couture by TKO in round 3 at UFC 39 in September 2002 to win the vacant heavyweight championship. He had earned the shot with four consecutive TKO victories and the win over the decorated Couture was the peak of his UFC career.
2026-11-18,What fighter scored the fastest knockout in light heavyweight division history in his UFC debut against Anthony Perosh at UFC 149?,Ryan Jimmo,Medium,"Jimmo knocked out Perosh in just 7 seconds at UFC 149 in July 2012, setting the record for the fastest knockout in UFC light heavyweight history. The shocking speed of the finish immediately made Jimmo one of the most anticipated new additions to the division."
2026-11-18,Who was the first Brazilian born fighter to win the undisputed UFC heavyweight championship?,Fabricio Werdum,Hard,"Werdum knocked out Cain Velasquez in round 1 at UFC 188 in Mexico City to win the undisputed UFC heavyweight title. Antonio Rodrigo Nogueira had previously held the interim UFC heavyweight title, making 'undisputed' an important distinction."
2026-11-21,Which fighter is nicknamed The Train?,Nate Landwehr,Easy,"Landwehr earned the nickname The Train for his relentless, aggressive fighting style and non-stop pressure. The featherweight became known as one of the most exciting fighters on the UFC roster with his willingness to engage in brawls."
2026-11-21,Who did Paddy Pimblett defeat by controversial unanimous decision at UFC 282 to remain unbeaten in the UFC?,Jared Gordon,Easy,"Pimblett defeated Gordon by unanimous decision at UFC 282 in December 2022 in a fight most observers felt Gordon had won. The controversial scorecards became one of the most talked-about judging decisions of the year, with many feeling Gordon deserved the nod."
2026-11-21,What fighter has recorded the most knockdowns all-time in UFC history?,Donald Cerrone,Medium,"Cerrone holds the UFC record for most knockdowns in history, a testament to his aggressive fighting style and finishing ability across multiple weight classes. The fan-favorite competed more times than almost any other fighter in UFC history, accumulating the record over his lengthy career."
2026-11-21,"Known for the heel hook, what fighter was suspended several times and ultimately released by the UFC after UFC Fight Night 29 for not letting go of submissions?",Rousimar Palhares,Medium,"Palhares was one of the most feared submission artists in UFC history but repeatedly drew suspensions for holding submissions after opponents tapped. His release after UFC Fight Night 29 in October 2013 came after he held a heel hook on Mike Pierce long after the tap, ending his UFC tenure."
2026-11-21,"Debuting at UFC 100, what fighter defeated Alan Belcher by split decision?",Yoshihiro Akiyama,Hard,"Akiyama made his UFC debut at the historic UFC 100 card in July 2009, defeating Belcher by split decision in a middleweight bout. Despite the controversial win, Akiyama went on to have a rocky UFC career before departing the promotion."
2026-11-23,Which fighter is nicknamed The Snowman?,Jeff Monson,Easy,Monson earned the nickname The Snowman during his UFC career as a fearsome heavyweight grappler known for his submission skills. The heavily tattooed fighter was also known for his outspoken political views and competed at the highest level of heavyweight MMA.
2026-11-23,"What fighter, who had a win over Conor McGregor at Cage Warriors, joined the UFC in 2015?",Joseph Duffy,Easy,"Duffy defeated McGregor at Cage Warriors before both moved to the UFC, making his win over the future two-division champion one of the most noteworthy results in regional MMA history. Duffy joined the UFC in 2015 with significant expectations due to his win over McGregor."
2026-11-23,"What undefeated fighter, famous for his guillotine choke and fighting in gym shorts, had his perfect record ended by Yves Edwards via submission at UFC Fight for the Troops 2?",Tim McKenzie,Medium,"McKenzie built a reputation for his guillotine choke and his unconventional choice to fight in gym shorts rather than traditional MMA shorts. Edwards submitted him at UFC Fight for the Troops 2 in January 2011, ending his undefeated record in one of the more memorable undercard finishes of that era."
2026-11-23,"With over 100 career victories, what fighter lost to Mark Coleman for the inaugural UFC heavyweight championship?",Dan Severn,Medium,"Severn, one of the most decorated wrestlers in MMA history, faced Coleman at UFC 11.5 for the inaugural UFC heavyweight title and lost. Severn had over 100 career MMA victories and was an Olympic alternate in Greco-Roman wrestling."
2026-11-23,"What former KSW fighter stormed into the UFC with six consecutive wins, beating the likes of Lorenz Larkin and Costas Philippou, before losing to Ronaldo Souza at UFC Fight Night 36?",Francis Carmont,Hard,"Carmont came to the UFC on the back of his KSW success and impressed with six straight wins over quality middleweight competition. His run ended with a loss to Souza at UFC Fight Night 36 in February 2014, but he remained a respected middleweight competitor."
